Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2016-2017","SA","Paper & cardboard","C&D","Landfill","Disposal","2098","Core waste"
"2016-2017","SA","Paper & cardboard","C&D","Landfill","Energy recovery","239","Core waste"
"2016-2017","SA","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","SA","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Paper & cardboard","C&I","Landfill","Disposal","16829","Core waste"
"2016-2017","SA","Paper & cardboard","C&I","Landfill","Energy recovery","1916","Core waste"
"2016-2017","SA","Paper & cardboard","C&I","Recycling","Recycling","160856","Core waste"
"2016-2017","SA","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Paper & cardboard","MSW","Landfill","Disposal","46144","Core waste"
"2016-2017","SA","Paper & cardboard","MSW","Landfill","Energy recovery","5252","Core waste"
"2016-2017","SA","Paper & cardboard","MSW","Recycling","Recycling","88344","Core waste"
"2016-2017","SA","Plastics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Plastics","C&D","Landfill","Disposal","3415","Core waste"
"2016-2017","SA","Plastics","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Plastics","C&D","Recycling","Recycling","4071","Core waste"
"2016-2017","SA","Plastics","C&I","Energy from waste facility","Energy recovery","28470","Core waste"
"2016-2017","SA","Plastics","C&I","Landfill","Disposal","12216","Core waste"
"2016-2017","SA","Plastics","C&I","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Plastics","C&I","Recycling","Recycling","13713","Core waste"
"2016-2017","SA","Plastics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Plastics","MSW","Landfill","Disposal","31774","Core waste"
"2016-2017","SA","Plastics","MSW","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Plastics","MSW","Recycling","Recycling","10695","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","3904","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","455","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","9490","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","4518","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","526","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","22384","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","12813","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","1492","Core waste"
"2016-2017","SA","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","1516","Core waste"
"2016-2017","SA","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","C&D","Landfill","Disposal","45","Core waste"
"2016-2017","SA","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","SA","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","C&I","Landfill","Disposal","55","Core waste"
"2016-2017","SA","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","SA","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","MSW","Landfill","Disposal","11795","Core waste"
"2016-2017","SA","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2016-2017","SA","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Biosolids","C&I","Other disposal","Disposal","0","Core waste"
"2016-2017","Tas","Biosolids","C&I","Recycling","Recycling","31142.8571428571","Core waste"
"2016-2017","Tas","Building and demolition materials","C&D","Landfill","Disposal","20189","Core waste"
"2016-2017","Tas","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Building and demolition materials","C&I","Landfill","Disposal","31947","Core waste"
"2016-2017","Tas","Building and demolition materials","C&I","Recycling","Recycling","10858","Core waste"
"2016-2017","Tas","Building and demolition materials","MSW","Landfill","Disposal","3704","Core waste"
"2016-2017","Tas","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Glass","C&D","Landfill","Disposal","1","Core waste"
"2016-2017","Tas","Glass","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Glass","C&I","Landfill","Disposal","4733","Core waste"
"2016-2017","Tas","Glass","C&I","Recycling","Recycling","8047","Core waste"
"2016-2017","Tas","Glass","MSW","Landfill","Disposal","9786","Core waste"
"2016-2017","Tas","Glass","MSW","Recycling","Recycling","15631","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Landfill","Disposal","14305.1357161713","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Other disposal","Disposal","0.34886921836035","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Recycling","Recycling","318.08238177265","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Treatment","Disposal","130.989108789801","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2016-2017","Tas","Hazardous wastes","C&D","Treatment","Recycling","505.239124047869","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","2831.91325143784","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Landfill","Disposal","27763.5298198055","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Other disposal","Disposal","18.6827784050947","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Recycling","Recycling","102138.437628615","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Treatment","Disposal","3701.94501575342","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Treatment","Energy recovery","10.0671172123749","Core waste"
"2016-2017","Tas","Hazardous wastes","C&I","Treatment","Recycling","23754.9253191895","Core waste"
"2016-2017","Tas","Metals","C&D","Landfill","Disposal","1119","Core waste"
"2016-2017","Tas","Metals","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Metals","C&I","Landfill","Disposal","6192","Core waste"
"2016-2017","Tas","Metals","C&I","Recycling","Recycling","43239","Core waste"
"2016-2017","Tas","Metals","MSW","Landfill","Disposal","6199","Core waste"
"2016-2017","Tas","Metals","MSW","Recycling","Recycling","1393","Core waste"
"2016-2017","Tas","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Organics","C&D","Landfill","Disposal","1897","Core waste"
"2016-2017","Tas","Organics","C&D","Landfill","Energy recovery","90","Core waste"
"2016-2017","Tas","Organics","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Organics","C&I","Landfill","Disposal","70965","Core waste"
"2016-2017","Tas","Organics","C&I","Landfill","Energy recovery","10745","Core waste"
"2016-2017","Tas","Organics","C&I","Recycling","Recycling","45052","Core waste"
"2016-2017","Tas","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Organics","MSW","Landfill","Disposal","81791","Core waste"
"2016-2017","Tas","Organics","MSW","Landfill","Energy recovery","16498","Core waste"
"2016-2017","Tas","Organics","MSW","Recycling","Recycling","33460","Core waste"
"2016-2017","Tas","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Paper & cardboard","C&D","Landfill","Disposal","659","Core waste"
"2016-2017","Tas","Paper & cardboard","C&D","Landfill","Energy recovery","86","Core waste"
"2016-2017","Tas","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Paper & cardboard","C&I","Landfill","Disposal","29486","Core waste"
"2016-2017","Tas","Paper & cardboard","C&I","Landfill","Energy recovery","3843","Core waste"
"2016-2017","Tas","Paper & cardboard","C&I","Recycling","Recycling","136697","Core waste"
"2016-2017","Tas","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Paper & cardboard","MSW","Landfill","Disposal","20008","Core waste"
"2016-2017","Tas","Paper & cardboard","MSW","Landfill","Energy recovery","2607","Core waste"
"2016-2017","Tas","Paper & cardboard","MSW","Recycling","Recycling","22661","Core waste"
"2016-2017","Tas","Plastics","C&D","Landfill","Disposal","802","Core waste"
"2016-2017","Tas","Plastics","C&D","Recycling","Recycling","600","Core waste"
"2016-2017","Tas","Plastics","C&I","Landfill","Disposal","37763","Core waste"
"2016-2017","Tas","Plastics","C&I","Recycling","Recycling","800","Core waste"
"2016-2017","Tas","Plastics","MSW","Landfill","Disposal","29020","Core waste"
"2016-2017","Tas","Plastics","MSW","Recycling","Recycling","500","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","14235","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","1892","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","1939","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","3839","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","510","Core waste"
"2016-2017","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2016-2017","Tas","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2016-2017","Tas","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Tas","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2016-2017","Tas","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2016-2017","Vic","Ash","C&I","Other disposal","Long-term storage","1034102.78159673","Non-core waste"
"2016-2017","Vic","Ash","C&I","Recycling","Recycling","0","Non-core waste"
"2016-2017","Vic","Biosolids","C&I","Other disposal","Disposal","4827.14285714286","Core waste"
"2016-2017","Vic","Biosolids","C&I","Recycling","Recycling","477887.142857143","Core waste"
"2016-2017","Vic","Building and demolition materials","C&D","Landfill","Disposal","776735","Core waste"
"2016-2017","Vic","Building and demolition materials","C&D","Recycling","Recycling","3969006","Core waste"
"2016-2017","Vic","Building and demolition materials","C&I","Landfill","Disposal","177877","Core waste"
"2016-2017","Vic","Building and demolition materials","C&I","Recycling","Recycling","28610","Core waste"
"2016-2017","Vic","Building and demolition materials","MSW","Landfill","Disposal","94450","Core waste"
"2016-2017","Vic","Building and demolition materials","MSW","Recycling","Recycling","34800","Core waste"
"2016-2017","Vic","Glass","C&D","Landfill","Disposal","971","Core waste"
"2016-2017","Vic","Glass","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Vic","Glass","C&I","Landfill","Disposal","30668","Core waste"
"2016-2017","Vic","Glass","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","Vic","Glass","MSW","Landfill","Disposal","66115","Core waste"
"2016-2017","Vic","Glass","MSW","Recycling","Recycling","137318","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Landfill","Disposal","332542.465847878","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Other disposal","Disposal","0.815339416066107","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Recycling","Recycling","22706.9975975953","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Treatment","Disposal","6734.93547824427","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2016-2017","Vic","Hazardous wastes","C&D","Treatment","Recycling","26655.4035117478","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","31971.0401521059","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Landfill","Disposal","347680.128507821","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Other disposal","Disposal","5730.83507541168","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Recycling","Recycling","330199.590951704","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Treatment","Disposal","65010.0068854315","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Treatment","Energy recovery","1536.79643853449","Core waste"
"2016-2017","Vic","Hazardous wastes","C&I","Treatment","Recycling","63172.0994278101","Core waste"
"2016-2017","Vic","Metals","C&D","Landfill","Disposal","6796","Core waste"
"2016-2017","Vic","Metals","C&D","Recycling","Recycling","132811","Core waste"
"2016-2017","Vic","Metals","C&I","Landfill","Disposal","33735","Core waste"
"2016-2017","Vic","Metals","C&I","Recycling","Recycling","1173219","Core waste"
"2016-2017","Vic","Metals","MSW","Landfill","Disposal","40141","Core waste"
"2016-2017","Vic","Metals","MSW","Recycling","Recycling","393102","Core waste"
"2016-2017","Vic","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Organics","C&D","Landfill","Disposal","131671","Core waste"
"2016-2017","Vic","Organics","C&D","Landfill","Energy recovery","9112","Core waste"
"2016-2017","Vic","Organics","C&D","Recycling","Recycling","71935","Core waste"
"2016-2017","Vic","Organics","C&I","Energy from waste facility","Energy recovery","1300","Core waste"
"2016-2017","Vic","Organics","C&I","Landfill","Disposal","462481","Core waste"
"2016-2017","Vic","Organics","C&I","Landfill","Energy recovery","112552","Core waste"
"2016-2017","Vic","Organics","C&I","Recycling","Recycling","470796","Core waste"
"2016-2017","Vic","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Organics","MSW","Landfill","Disposal","785670","Core waste"
"2016-2017","Vic","Organics","MSW","Landfill","Energy recovery","319391","Core waste"
"2016-2017","Vic","Organics","MSW","Recycling","Recycling","405743","Core waste"
"2016-2017","Vic","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Paper & cardboard","C&D","Landfill","Disposal","6309","Core waste"
"2016-2017","Vic","Paper & cardboard","C&D","Landfill","Energy recovery","1458","Core waste"
"2016-2017","Vic","Paper & cardboard","C&D","Recycling","Recycling","5191","Core waste"
"2016-2017","Vic","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Paper & cardboard","C&I","Landfill","Disposal","234152","Core waste"
"2016-2017","Vic","Paper & cardboard","C&I","Landfill","Energy recovery","54131","Core waste"
"2016-2017","Vic","Paper & cardboard","C&I","Recycling","Recycling","1220516","Core waste"
"2016-2017","Vic","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Paper & cardboard","MSW","Landfill","Disposal","209048","Core waste"
"2016-2017","Vic","Paper & cardboard","MSW","Landfill","Energy recovery","48328","Core waste"
"2016-2017","Vic","Paper & cardboard","MSW","Recycling","Recycling","219625","Core waste"
"2016-2017","Vic","Plastics","C&D","Landfill","Disposal","18447","Core waste"
"2016-2017","Vic","Plastics","C&D","Recycling","Recycling","2795","Core waste"
"2016-2017","Vic","Plastics","C&I","Landfill","Disposal","248414","Core waste"
"2016-2017","Vic","Plastics","C&I","Recycling","Recycling","57340","Core waste"
"2016-2017","Vic","Plastics","MSW","Landfill","Disposal","219595","Core waste"
"2016-2017","Vic","Plastics","MSW","Recycling","Recycling","70560","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","10204","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","2418","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","80575","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","19098","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","4096","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","51538","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","12215","Core waste"
"2016-2017","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","2957","Core waste"
"2016-2017","Vic","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2016-2017","Vic","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","Vic","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2016-2017","Vic","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2016-2017","Vic","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","Vic","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2016-2017","Vic","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2016-2017","WA","Ash","C&I","Other disposal","Long-term storage","235629.787605162","Non-core waste"
"2016-2017","WA","Ash","C&I","Recycling","Recycling","842229.223559707","Non-core waste"
"2016-2017","WA","Biosolids","C&I","Other disposal","Disposal","25225.7142857143","Core waste"
"2016-2017","WA","Biosolids","C&I","Recycling","Recycling","100902.857142857","Core waste"
"2016-2017","WA","Building and demolition materials","C&D","Landfill","Disposal","286766","Core waste"
"2016-2017","WA","Building and demolition materials","C&D","Recycling","Recycling","1081252","Core waste"
"2016-2017","WA","Building and demolition materials","C&I","Landfill","Disposal","114360","Core waste"
"2016-2017","WA","Building and demolition materials","C&I","Recycling","Recycling","5756","Core waste"
"2016-2017","WA","Building and demolition materials","MSW","Landfill","Disposal","23102","Core waste"
"2016-2017","WA","Building and demolition materials","MSW","Recycling","Recycling","5462","Core waste"
"2016-2017","WA","Glass","C&D","Landfill","Disposal","14","Core waste"
"2016-2017","WA","Glass","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","WA","Glass","C&I","Landfill","Disposal","16944","Core waste"
"2016-2017","WA","Glass","C&I","Recycling","Recycling","7484","Core waste"
"2016-2017","WA","Glass","MSW","Landfill","Disposal","61040","Core waste"
"2016-2017","WA","Glass","MSW","Recycling","Recycling","48232","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Landfill","Disposal","21547.772393604","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Recycling","Recycling","831.729177583655","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Treatment","Disposal","462.227321218461","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2016-2017","WA","Hazardous wastes","C&D","Treatment","Recycling","1848.90928487385","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","12559.9525683872","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Landfill","Disposal","147545.616655985","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Other disposal","Disposal","2967.22080818554","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Recycling","Recycling","344713.95016655","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Treatment","Disposal","27574.3344861626","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Treatment","Energy recovery","10188.6799885639","Core waste"
"2016-2017","WA","Hazardous wastes","C&I","Treatment","Recycling","45681.967060601","Core waste"
"2016-2017","WA","Metals","C&D","Landfill","Disposal","15900","Core waste"
"2016-2017","WA","Metals","C&D","Recycling","Recycling","111848","Core waste"
"2016-2017","WA","Metals","C&I","Landfill","Disposal","22165","Core waste"
"2016-2017","WA","Metals","C&I","Recycling","Recycling","386103","Core waste"
"2016-2017","WA","Metals","MSW","Landfill","Disposal","38667","Core waste"
"2016-2017","WA","Metals","MSW","Recycling","Recycling","69050","Core waste"
"2016-2017","WA","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Organics","C&D","Landfill","Disposal","27053","Core waste"
"2016-2017","WA","Organics","C&D","Landfill","Energy recovery","1178","Core waste"
"2016-2017","WA","Organics","C&D","Recycling","Recycling","29053","Core waste"
"2016-2017","WA","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Organics","C&I","Landfill","Disposal","254985","Core waste"
"2016-2017","WA","Organics","C&I","Landfill","Energy recovery","37511","Core waste"
"2016-2017","WA","Organics","C&I","Recycling","Recycling","138271","Core waste"
"2016-2017","WA","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Organics","MSW","Landfill","Disposal","512006","Core waste"
"2016-2017","WA","Organics","MSW","Landfill","Energy recovery","101045","Core waste"
"2016-2017","WA","Organics","MSW","Recycling","Recycling","205796","Core waste"
"2016-2017","WA","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Paper & cardboard","C&D","Landfill","Disposal","9456","Core waste"
"2016-2017","WA","Paper & cardboard","C&D","Landfill","Energy recovery","1131","Core waste"
"2016-2017","WA","Paper & cardboard","C&D","Recycling","Recycling","1384","Core waste"
"2016-2017","WA","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Paper & cardboard","C&I","Landfill","Disposal","106559","Core waste"
"2016-2017","WA","Paper & cardboard","C&I","Landfill","Energy recovery","12749","Core waste"
"2016-2017","WA","Paper & cardboard","C&I","Recycling","Recycling","81475","Core waste"
"2016-2017","WA","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Paper & cardboard","MSW","Landfill","Disposal","125983","Core waste"
"2016-2017","WA","Paper & cardboard","MSW","Landfill","Energy recovery","15073","Core waste"
"2016-2017","WA","Paper & cardboard","MSW","Recycling","Recycling","146659","Core waste"
"2016-2017","WA","Plastics","C&D","Landfill","Disposal","11397","Core waste"
"2016-2017","WA","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","WA","Plastics","C&I","Landfill","Disposal","135179","Core waste"
"2016-2017","WA","Plastics","C&I","Recycling","Recycling","4942","Core waste"
"2016-2017","WA","Plastics","MSW","Landfill","Disposal","181003","Core waste"
"2016-2017","WA","Plastics","MSW","Recycling","Recycling","8155","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","51778","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","5951","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","24330","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","2796","Core waste"
"2016-2017","WA","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","2169","Core waste"
"2016-2017","WA","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2016-2017","WA","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2016-2017","WA","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2016-2017","WA","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2015-2016","ACT","Biosolids","C&I","Other disposal","Disposal","56898.8291661416","Core waste"
"2015-2016","ACT","Biosolids","C&I","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Building and demolition materials","C&D","Landfill","Disposal","3659","Core waste"
"2015-2016","ACT","Building and demolition materials","C&I","Landfill","Disposal","13014","Core waste"
"2015-2016","ACT","Building and demolition materials","MSW","Landfill","Disposal","322","Core waste"
"2015-2016","ACT","Glass","C&D","Landfill","Disposal","3","Core waste"
"2015-2016","ACT","Glass","C&D","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Glass","C&I","Landfill","Disposal","2177","Core waste"
"2015-2016","ACT","Glass","C&I","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Glass","MSW","Landfill","Disposal","4276","Core waste"
"2015-2016","ACT","Glass","MSW","Recycling","Recycling","0","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2015-2016","ACT","Hazardous wastes","C&D","Landfill","Disposal","36929.0201424545","Core waste"
